나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
22,12,3,22,0.82,85,여유,0,0,0,4,2,2,4,5,3,3,0
27,12,1,4,0.51,44,보통,0,0,0,3,1,4,4,3,4,3,0
43,6,3,4,0.57,89,여유,0,1,0,3,3,2,4,5,5,4,0
31,12,1,3,0.83,49,혼잡,0,0,0,4,4,4,4,4,5,3,0
29,12,2,7,0.38,48,보통,1,0,0,4,4,3,4,5,5,4,0
40,12,3,6,0.14,76,보통,1,1,0,5,4,2,2,2,3,2,0
26,12,1,4,1.56,24,여유,0,0,0,2,4,3,4,4,5,3,1
59,12,2,4,0.2,70,혼잡,0,0,0,5,2,3,3,4,3,2,1
35,6,3,24,1.04,87,혼잡,0,0,1,2,3,3,3,4,4,2,0
47,3,2,11,1.38,116,혼잡,0,1,0,4,3,4,4,4,3,4,0
25,12,0,5,1.42,92,매우혼잡,0,0,0,4,4,5,2,5,5,4,1
20,3,4,6,0.35,78,여유,0,1,0,4,4,2,4,4,4,3,0
64,3,0,7,0.92,61,보통,0,0,0,4,1,2,3,4,4,2,1
56,3,2,1,2.39,82,보통,0,0,0,3,3,3,2,2,3,4,0
26,12,1,1,0.67,32,혼잡,0,0,0,4,5,4,5,5,5,3,1
18,6,2,6,0.28,62,여유,1,0,0,2,2,2,3,5,3,3,0
67,6,2,14,0.66,125,보통,0,0,0,4,5,5,5,5,3,4,0
27,12,2,4,1.43,48,혼잡,0,0,0,4,5,3,3,4,4,1,0
46,1,0,2,1.0,46,여유,0,0,0,4,3,2,4,2,2,4,0
38,6,2,8,1.81,63,보통,0,0,0,3,2,1,1,1,1,1,0
57,6,2,13,1.59,16,보통,0,1,0,3,3,2,4,2,3,3,0
21,6,1,6,1.38,69,매우혼잡,0,1,0,5,4,3,3,2,1,3,0
29,12,3,11,0.82,38,여유,0,1,0,3,3,2,3,5,4,4,0
62,6,4,13,0.57,65,보통,0,1,0,1,1,3,3,3,1,3,0
68,3,1,5,1.38,53,혼잡,0,0,0,2,5,5,4,4,4,1,1
21,6,2,4,1.01,115,보통,0,0,0,4,2,3,3,4,4,4,0
68,6,3,12,0.45,81,혼잡,1,0,0,4,5,4,4,3,4,2,0
39,12,1,4,1.49,60,여유,0,0,1,1,4,2,3,4,3,4,0
26,12,2,2,1.38,71,보통,0,0,0,2,4,3,3,4,4,2,1
62,1,0,19,3.18,64,매우혼잡,0,0,0,3,4,4,2,3,3,3,0
35,3,2,6,0.29,37,혼잡,0,0,0,2,3,4,3,2,3,3,0
21,3,2,15,0.69,47,여유,1,1,0,4,2,3,2,2,2,2,0
45,12,3,9,0.34,51,혼잡,0,1,1,3,5,3,4,4,2,3,0
26,1,2,3,1.66,44,여유,0,0,0,4,4,3,4,5,5,5,1
52,6,2,7,0.96,105,여유,1,0,0,4,3,3,2,5,4,3,1
42,3,2,13,0.84,54,여유,1,0,1,2,4,3,4,4,3,3,0
33,6,2,2,0.87,16,보통,0,0,0,3,4,4,4,4,4,5,0
46,12,2,24,0.83,42,보통,0,0,0,1,3,3,1,3,1,4,0
45,1,1,2,1.04,49,여유,1,0,0,3,3,1,2,3,4,2,0
60,3,0,6,7.95,77,여유,0,0,0,5,4,1,2,4,4,4,1
27,12,2,3,0.93,82,보통,0,1,0,4,3,5,5,3,4,5,0
49,3,1,6,3.52,85,혼잡,1,0,0,4,4,2,4,2,2,2,1
34,3,2,19,1.63,54,보통,0,0,0,2,5,3,3,5,3,3,0
45,3,2,23,0.13,83,여유,0,0,0,4,4,4,4,5,4,3,1
35,6,0,3,1.82,87,보통,0,0,0,3,4,3,3,5,5,4,1
25,12,1,12,2.29,31,매우혼잡,0,1,1,2,4,4,4,3,1,2,0
43,3,4,17,1.01,65,여유,1,0,0,1,4,4,4,5,4,2,0
43,12,1,10,1.42,54,보통,0,0,0,4,4,4,4,4,4,3,1
36,3,3,14,0.79,78,여유,0,1,0,3,3,2,4,4,3,4,0
30,12,0,11,0.95,39,보통,0,0,0,3,2,3,2,1,2,2,1
42,3,3,28,1.04,38,여유,0,0,0,2,3,1,2,3,2,5,0
37,3,2,19,1.31,54,혼잡,0,1,0,4,4,4,3,2,3,3,1
31,6,5,8,0.23,35,여유,1,0,0,1,2,1,2,3,1,2,0
46,3,3,12,0.49,105,보통,0,0,0,5,4,3,3,5,5,4,0
21,1,2,5,0.81,37,여유,0,1,0,2,3,2,2,4,4,3,0
25,6,3,22,0.86,138,보통,0,0,0,4,4,3,4,5,4,4,0
31,3,0,1,5.3,39,보통,0,0,0,3,3,2,3,3,3,3,1
56,6,3,5,1.38,57,여유,0,0,0,3,2,4,1,3,2,4,0
49,12,2,2,0.59,70,여유,0,0,0,1,1,1,1,2,2,3,1
21,1,2,3,2.24,69,보통,0,0,0,4,4,4,4,5,5,3,1
38,3,2,5,1.21,23,매우혼잡,0,0,0,4,5,5,5,4,5,3,1
56,6,0,2,2.16,43,보통,0,0,0,3,3,4,5,5,5,2,0
35,6,3,4,0.54,80,여유,1,0,0,3,4,1,3,5,4,3,0
48,6,1,8,2.24,20,혼잡,0,1,0,3,2,2,3,2,1,3,1
32,1,3,3,0.48,50,보통,0,1,0,1,3,2,2,3,3,1,0
20,6,2,9,0.77,68,여유,0,0,0,3,2,2,3,4,3,3,0
69,6,4,31,0.52,49,보통,0,0,0,4,1,4,4,5,4,2,0
39,6,3,9,0.31,84,보통,0,0,1,4,4,3,4,3,4,4,0
24,1,2,4,0.67,48,여유,0,1,0,4,3,2,2,4,4,2,0
27,1,1,1,1.42,84,보통,0,0,1,3,3,3,3,3,3,2,0
31,6,0,10,1.45,32,여유,0,0,0,4,2,3,4,3,3,2,1
56,1,2,10,0.44,84,혼잡,0,0,0,5,4,4,4,4,5,3,0
55,3,0,13,4.62,71,혼잡,0,0,0,4,4,4,4,4,4,4,0
55,6,1,16,1.28,71,매우혼잡,0,0,0,3,4,3,4,2,3,4,1
41,6,0,2,2.39,45,혼잡,0,0,0,4,3,2,4,2,4,4,1
62,1,2,7,0.73,126,보통,1,0,0,3,4,3,3,3,4,3,1
48,6,6,23,0.69,72,보통,1,1,0,4,4,2,5,3,4,4,0
57,6,6,33,0.12,101,여유,1,0,0,1,2,2,4,4,5,2,0
49,3,3,7,1.44,45,여유,0,0,0,1,3,2,3,5,4,3,0
45,6,2,2,0.83,58,여유,0,0,0,4,4,1,1,1,1,2,0
40,12,3,10,0.41,72,여유,0,1,0,4,2,1,1,4,4,3,0
40,12,3,6,1.06,140,여유,1,0,0,3,1,1,3,3,4,1,0
38,12,5,6,0.21,105,여유,1,0,0,3,2,2,4,4,3,3,0
33,6,3,8,0.27,47,여유,0,0,0,2,1,2,1,4,2,3,0
57,3,0,12,7.62,47,보통,0,0,1,4,4,5,5,5,5,5,1
27,12,2,2,0.34,39,여유,0,0,0,4,3,3,3,5,5,4,1
23,3,2,32,1.35,29,여유,1,0,0,2,2,4,3,3,4,2,0
25,3,2,7,0.61,77,보통,0,0,0,4,5,3,3,5,4,5,0
30,3,1,37,1.36,102,보통,0,0,0,4,3,4,4,3,4,3,0
50,1,2,6,0.82,39,여유,0,0,0,4,3,4,4,4,2,2,0
26,3,2,6,0.45,16,보통,0,1,0,4,4,4,4,4,5,5,0
37,12,2,1,1.49,93,보통,0,0,0,4,5,4,4,4,4,5,0
59,1,5,11,0.51,125,혼잡,0,1,0,3,3,3,2,1,1,3,0
38,1,0,38,1.39,20,혼잡,0,0,0,3,3,5,4,4,4,3,0
27,3,1,4,0.96,85,혼잡,0,1,0,5,4,2,2,5,3,2,0
31,3,0,9,2.38,61,보통,0,1,0,4,4,3,4,4,4,2,1
54,6,0,3,1.29,61,보통,0,0,0,2,4,3,3,4,4,4,1
21,3,4,3,0.14,54,여유,0,0,0,2,1,2,4,1,1,1,0
65,3,2,4,1.32,72,혼잡,0,0,0,4,5,4,5,4,4,4,1
26,6,4,22,0.29,73,보통,0,1,0,1,3,4,4,4,3,3,0
28,3,0,2,6.1,38,보통,0,0,0,4,3,3,4,2,2,3,1
37,3,0,28,1.13,40,혼잡,1,0,0,4,5,4,4,5,3,3,1
19,12,2,3,0.2,63,보통,0,0,0,5,4,3,4,5,4,4,0
45,3,1,3,1.16,72,여유,0,0,0,4,4,3,5,5,5,4,0
31,12,3,6,0.28,56,혼잡,0,1,0,3,4,4,4,5,5,4,1
23,12,2,1,1.26,56,여유,0,0,0,3,3,3,5,4,5,4,0
51,12,0,5,1.26,134,여유,0,0,0,3,4,2,4,4,3,4,0
63,6,2,4,1.15,79,보통,1,0,0,4,2,1,4,4,5,1,0
40,12,3,2,0.9,76,혼잡,0,1,0,5,5,4,3,3,5,5,1
33,3,1,9,0.56,45,보통,0,0,1,4,3,2,4,3,2,3,0
50,1,3,12,0.13,98,여유,0,0,1,5,3,1,2,4,3,1,0
30,6,3,7,0.58,58,보통,0,0,0,3,3,2,2,4,4,3,0
25,1,0,2,1.76,53,보통,0,0,0,4,4,3,4,4,4,3,1
40,12,1,21,2.41,43,여유,0,0,0,3,4,2,1,3,5,4,0
45,6,3,5,0.69,89,여유,1,1,0,1,3,2,2,2,2,3,0
37,1,0,8,2.04,52,혼잡,0,0,0,4,4,4,4,3,3,4,0
29,12,0,1,2.01,106,보통,0,0,0,2,3,3,1,5,4,3,1
64,6,2,4,0.88,29,보통,1,0,0,5,4,2,4,4,1,1,0
68,6,2,36,0.4,61,보통,0,0,0,4,4,3,4,4,2,2,0
35,6,2,13,1.37,44,여유,0,0,0,2,2,3,4,3,2,5,1
32,12,1,4,1.08,91,여유,0,0,0,2,2,2,2,4,3,5,1
56,1,3,7,1.12,80,보통,0,0,1,3,3,3,4,3,3,4,0
60,1,6,24,0.24,117,여유,1,1,0,4,3,2,3,3,4,4,0
47,3,2,23,1.12,47,여유,0,0,0,2,1,1,1,4,4,1,1
36,3,3,8,0.92,109,보통,0,1,0,3,4,3,3,3,3,3,0
18,12,2,1,0.83,76,보통,0,0,0,4,4,3,3,1,3,4,0
28,6,1,7,2.6,86,혼잡,1,1,1,4,3,5,3,4,4,3,0
42,1,2,9,1.12,86,여유,0,0,0,2,4,2,4,3,3,3,0
44,12,0,1,1.22,71,여유,0,0,0,4,4,3,3,4,3,5,1
36,1,3,5,0.98,106,보통,1,1,0,4,4,4,4,5,4,4,0
69,3,3,5,0.7,87,여유,0,0,0,4,3,3,4,4,4,2,0
66,12,3,30,0.61,81,혼잡,0,0,0,3,4,4,3,4,3,2,0
55,3,3,3,0.29,41,보통,0,1,0,5,4,4,4,3,4,3,1
70,3,2,6,1.44,46,보통,0,0,1,4,4,5,4,5,5,3,0
29,3,5,25,0.53,66,혼잡,1,1,0,4,4,3,4,5,5,3,0
61,3,1,9,1.0,16,보통,0,1,1,3,4,3,3,4,5,2,1
37,1,3,27,0.14,32,보통,0,0,0,5,4,3,4,4,4,3,0
33,12,1,11,0.87,34,여유,0,0,0,3,3,1,1,5,3,3,0
30,12,2,3,0.23,53,보통,0,0,0,4,3,3,2,3,3,3,1
22,3,1,2,1.39,71,여유,0,0,0,2,3,3,3,5,5,5,0
69,12,0,26,2.51,52,보통,0,0,1,4,2,2,1,4,4,3,0
37,3,3,7,0.7,83,여유,0,0,0,4,3,2,4,4,4,5,0
34,3,2,4,1.46,44,보통,1,0,0,1,2,3,5,3,3,3,0
24,12,0,18,7.44,28,혼잡,0,0,0,5,2,4,3,5,5,3,1
21,3,2,6,1.96,35,여유,0,0,0,2,3,2,3,4,2,3,0
41,12,2,8,0.74,68,보통,0,1,0,4,4,3,4,1,1,3,0
40,3,4,22,0.15,113,여유,1,0,1,2,3,2,3,3,5,2,0
28,12,2,8,0.69,88,보통,0,0,0,3,3,4,3,4,1,2,0
20,3,0,6,7.97,58,혼잡,0,0,1,3,1,4,3,4,4,3,1
41,3,3,40,2.03,59,혼잡,1,1,0,3,4,3,4,4,4,2,0
24,6,3,7,0.27,148,여유,0,0,0,2,1,2,3,3,4,4,0
62,3,2,22,0.84,77,보통,1,0,0,3,4,4,4,4,3,4,1
26,1,4,26,0.46,55,여유,0,0,0,2,1,2,3,3,2,1,0
59,3,2,14,1.02,78,보통,0,1,0,5,3,4,2,4,3,4,0
36,6,3,6,0.49,48,보통,0,0,0,2,4,2,3,1,1,1,0
22,1,3,6,0.56,51,혼잡,0,1,0,5,5,3,4,4,4,3,0
34,12,5,8,0.22,70,혼잡,1,1,0,1,2,3,3,1,1,1,0
62,3,0,1,7.82,21,보통,0,0,0,5,4,2,1,4,4,3,1
60,3,0,5,4.28,26,매우혼잡,0,0,0,1,3,5,2,2,2,3,1
32,6,2,8,0.71,116,여유,1,1,0,3,4,2,1,3,5,4,0
38,12,3,8,0.66,60,보통,0,0,0,3,4,4,4,4,3,2,1
48,6,3,4,0.88,79,혼잡,1,1,0,4,3,5,4,5,4,3,0
30,6,4,17,0.39,134,보통,1,0,0,4,4,5,4,5,5,4,1
51,6,2,5,0.81,37,보통,0,0,0,4,2,4,3,3,4,2,0
63,3,2,19,1.35,91,혼잡,0,0,0,4,3,4,4,4,4,3,1
45,3,3,40,0.66,48,여유,0,0,0,2,3,1,3,4,4,3,0
31,6,0,10,2.03,68,혼잡,0,0,0,4,4,4,3,3,2,4,1
37,12,1,13,2.39,46,여유,0,0,0,4,3,3,4,5,5,4,1
34,3,3,7,1.12,68,보통,0,0,0,4,3,5,4,5,5,4,1
27,1,2,20,4.65,34,보통,0,0,1,3,1,3,3,3,2,3,1
22,3,3,5,1.44,80,보통,0,0,0,3,3,3,4,3,3,1,0
31,12,0,2,1.31,87,혼잡,0,0,0,4,5,3,3,3,4,1,0
34,12,0,5,7.75,74,여유,0,0,1,1,2,2,1,4,2,1,1
65,6,2,10,0.72,62,보통,0,0,0,2,3,3,3,4,5,3,0
29,6,0,5,2.33,39,보통,0,0,0,4,4,4,4,4,5,4,1
39,6,2,9,0.59,57,보통,0,1,0,4,1,2,1,4,3,2,0
27,12,4,9,0.44,78,보통,0,1,0,3,2,3,3,5,5,4,0
23,6,1,4,0.77,47,보통,0,1,0,3,2,4,3,3,2,2,0
49,12,2,31,0.5,90,여유,0,0,0,4,4,3,5,5,2,4,1
31,12,2,12,1.22,41,매우혼잡,0,0,0,4,4,3,3,4,2,4,1
64,3,2,14,1.05,102,매우혼잡,0,0,0,4,3,3,2,3,3,1,0
28,3,5,3,0.25,69,매우혼잡,0,0,0,4,5,5,4,4,4,3,1
56,12,2,34,0.99,88,여유,0,0,0,4,3,1,3,5,4,3,0
50,3,2,24,0.98,18,보통,0,1,0,2,4,4,4,4,3,3,0
17,3,4,7,0.48,72,보통,1,0,0,4,1,3,3,4,5,1,0
56,3,4,19,0.13,56,보통,0,0,0,2,4,3,4,3,4,3,0
54,12,1,4,1.98,84,혼잡,1,1,1,3,4,4,3,3,3,4,1
63,6,3,21,0.59,76,여유,1,1,1,3,4,1,4,5,5,3,0
34,6,2,3,1.37,56,보통,0,0,0,4,4,2,2,3,3,3,0
63,6,4,7,2.5,78,혼잡,0,1,0,2,5,3,3,3,2,2,1
23,6,3,8,0.59,104,매우혼잡,0,1,0,3,4,4,4,4,4,3,1
24,12,3,4,0.82,119,보통,1,0,0,1,3,3,2,1,1,4,0
38,3,0,3,1.83,63,보통,1,1,1,3,4,2,3,4,2,2,1
47,12,0,3,1.49,76,매우혼잡,0,0,0,5,5,2,5,3,4,2,1
69,3,0,6,4.88,39,혼잡,0,0,0,3,3,4,4,4,4,1,1
42,12,2,13,1.34,37,보통,1,1,0,2,4,2,2,2,3,1,0
32,12,1,5,1.47,46,보통,0,1,0,2,4,4,4,1,3,5,0
31,6,7,2,0.17,125,보통,1,0,0,4,1,4,4,4,4,5,0
63,3,0,38,0.31,35,보통,0,0,0,5,3,3,5,5,4,4,1
67,12,0,3,1.33,57,혼잡,0,0,0,3,3,2,1,1,1,4,0
21,3,4,29,0.9,82,혼잡,1,1,0,3,4,5,4,4,4,2,0
26,12,2,6,0.82,68,보통,0,0,0,2,4,2,3,3,4,3,1
36,3,2,19,0.83,69,보통,0,0,0,3,2,2,2,4,4,3,0
60,3,7,27,0.25,108,보통,0,0,0,3,5,3,3,4,4,2,0
46,1,3,38,0.56,119,보통,1,0,0,4,5,4,3,4,5,4,0
52,1,0,6,1.07,79,혼잡,0,0,0,4,1,4,4,5,4,3,0
47,6,1,3,1.29,51,보통,0,0,0,5,2,3,3,4,3,1,1
41,12,2,12,0.38,113,보통,0,0,0,2,4,4,4,4,4,2,0
40,6,4,25,0.2,79,여유,0,0,0,3,2,1,3,2,2,1,0
22,6,4,5,0.29,104,혼잡,1,1,0,4,4,4,5,2,2,2,0
25,1,2,9,0.86,54,혼잡,0,0,0,4,4,3,5,4,3,1,0
49,12,4,19,0.68,96,보통,0,0,0,4,3,2,3,3,3,3,0
27,3,3,7,0.82,76,혼잡,1,1,0,5,4,4,4,2,3,4,1
46,6,4,24,0.56,108,보통,1,0,0,5,4,2,3,5,4,3,0
68,12,3,12,0.17,88,여유,1,0,0,4,2,3,3,4,4,3,0
28,1,0,1,1.65,71,보통,0,0,0,2,3,4,4,3,4,4,1
25,3,2,9,1.33,45,보통,0,1,0,5,5,2,3,5,5,3,0
25,12,0,1,7.51,29,혼잡,0,1,0,2,2,5,4,4,3,3,1
20,1,2,5,1.54,78,매우혼잡,0,0,0,4,4,4,5,3,3,2,1
43,3,0,7,0.96,31,여유,0,0,0,4,3,1,1,3,3,3,0
35,12,4,13,0.18,19,여유,0,1,0,3,4,2,4,5,3,5,0
17,1,1,2,0.6,50,보통,0,0,0,4,4,3,4,4,3,4,0
21,6,2,1,1.11,47,보통,0,0,0,3,3,3,3,3,3,1,0
21,6,5,6,0.14,83,보통,1,0,0,3,4,3,3,3,3,4,0
35,3,7,12,0.1,111,보통,1,1,0,3,1,4,3,4,3,2,0
61,1,4,27,0.12,39,보통,0,0,0,4,3,4,4,4,4,5,1
64,12,6,39,0.21,67,여유,1,1,0,2,3,2,2,4,3,1,0
26,3,3,7,0.17,86,보통,0,0,0,1,4,4,4,5,3,4,1
42,12,1,11,1.56,101,혼잡,0,0,0,4,4,5,4,5,4,4,0
51,12,0,4,2.05,21,혼잡,0,1,0,4,4,4,4,3,4,3,0
63,1,2,12,1.14,80,보통,0,1,1,3,3,2,5,1,1,3,0
28,3,3,17,0.43,117,여유,0,1,0,3,4,1,1,4,4,3,0
40,12,2,4,1.19,78,여유,0,0,0,3,3,3,4,5,4,4,1
22,6,0,5,2.47,43,혼잡,0,0,1,2,2,5,4,3,2,2,1
26,6,3,5,0.29,50,보통,0,0,0,3,2,2,4,5,4,3,0
25,6,1,9,0.28,76,여유,0,0,0,3,3,3,4,3,3,3,0
16,12,3,1,0.69,125,보통,0,1,0,2,1,4,4,4,1,3,1
57,12,6,12,0.28,33,혼잡,1,1,0,3,4,3,4,4,4,3,0
47,6,2,27,0.84,70,여유,0,0,1,3,4,2,3,4,4,2,0
29,3,2,11,0.87,59,여유,0,1,0,3,2,2,3,4,3,1,1
29,1,2,9,0.86,53,보통,1,0,0,3,5,5,5,5,5,3,0
53,6,3,24,0.38,61,여유,1,1,0,4,2,3,3,3,3,3,0
36,3,0,1,1.55,77,혼잡,0,0,0,4,4,5,4,4,4,3,1
29,3,2,3,1.38,112,보통,1,0,0,4,2,4,4,4,3,2,0
57,1,2,13,1.01,55,보통,0,0,0,2,3,3,3,1,3,3,0
29,12,1,3,0.75,45,보통,0,0,0,3,2,4,4,2,3,1,0
36,6,1,12,1.82,50,보통,0,0,0,4,3,3,3,5,3,3,0
62,12,3,10,0.56,87,보통,1,1,0,2,3,2,3,1,1,1,0
21,1,4,4,1.36,125,보통,0,0,0,4,3,2,4,4,4,4,1
58,6,3,2,0.44,53,보통,1,1,0,4,2,3,2,3,3,2,0
19,6,3,20,0.7,66,여유,0,1,0,5,4,3,5,5,5,3,0
31,12,2,3,0.55,70,혼잡,1,0,0,2,4,3,3,3,3,1,0
27,6,1,3,3.11,47,보통,0,0,1,4,1,3,4,5,4,4,1
32,1,2,3,0.34,91,보통,0,1,0,2,1,4,3,4,4,4,0
49,12,3,9,0.98,55,보통,0,1,0,4,4,3,4,3,5,4,1
56,3,1,2,5.59,47,혼잡,0,0,0,4,4,3,4,2,3,5,1
21,3,2,2,1.16,67,여유,0,0,0,3,2,1,3,4,1,3,1
44,12,0,6,1.09,79,여유,1,1,0,5,4,3,4,5,4,4,0
31,6,3,8,0.3,88,여유,0,0,0,3,2,4,4,3,4,3,0
33,6,6,5,0.11,134,여유,1,1,0,4,3,4,4,5,5,3,0
34,12,2,27,1.13,73,보통,0,0,0,5,3,4,3,5,5,4,0
58,12,1,14,0.58,58,여유,0,1,1,1,4,4,4,5,4,3,0
30,6,3,8,0.41,52,보통,0,1,0,4,5,4,5,5,5,4,0
40,12,2,3,0.61,97,혼잡,1,0,0,3,4,3,3,4,2,3,0
56,6,2,10,0.81,112,보통,0,0,0,4,4,3,5,4,4,4,0
44,12,3,5,1.13,98,여유,0,1,0,4,4,4,3,4,3,5,0
37,12,2,12,0.73,88,매우혼잡,1,0,0,4,5,4,3,5,4,2,0
33,12,0,7,1.44,64,보통,0,0,0,2,4,3,1,2,4,3,1
37,12,2,12,2.0,78,보통,0,0,0,4,5,5,4,4,5,4,1
64,3,2,38,0.99,108,여유,0,0,0,3,1,1,2,3,3,3,0
69,12,2,16,1.0,66,여유,0,1,1,3,3,2,5,4,3,5,0
24,6,0,6,2.37,60,혼잡,0,0,0,4,4,5,3,3,4,3,1
25,12,0,17,2.43,57,혼잡,0,0,0,3,1,5,4,3,3,4,0
40,12,1,5,1.49,46,혼잡,1,0,0,3,4,2,3,1,1,2,0
63,12,1,8,1.48,39,보통,0,0,0,4,3,2,3,2,2,3,0
31,12,2,12,0.57,87,혼잡,1,0,1,5,4,3,4,4,5,3,0
57,12,1,12,0.41,71,혼잡,0,0,0,3,4,4,1,4,2,4,0
17,12,4,5,0.13,126,혼잡,1,0,0,4,4,4,3,4,4,3,0
64,12,3,4,0.63,86,혼잡,1,0,0,4,4,4,3,5,5,3,0
41,6,2,2,1.18,32,보통,0,0,0,2,4,3,3,3,3,2,0
55,12,1,7,1.59,44,여유,0,1,0,3,3,4,1,4,4,4,0
52,3,3,10,0.17,146,보통,1,1,0,4,3,5,5,4,5,4,0
29,6,0,11,5.97,60,혼잡,1,0,0,3,4,4,4,4,4,4,1
55,12,3,9,0.59,81,보통,1,1,0,2,3,4,3,4,3,3,0
45,3,0,11,5.97,48,보통,0,0,0,4,2,4,2,4,4,3,1
25,12,2,6,0.59,134,여유,1,1,0,2,2,1,2,3,3,4,0
37,12,0,23,1.03,59,혼잡,0,0,0,4,1,2,5,3,4,5,1
33,3,2,2,0.9,58,보통,0,1,0,2,3,3,5,4,4,4,0
34,12,3,13,0.55,49,보통,0,0,0,4,3,2,4,5,5,4,0
33,6,3,7,0.51,74,여유,0,0,0,3,1,1,4,3,3,3,0
36,6,1,4,6.42,44,매우혼잡,0,0,0,4,3,4,2,4,4,4,1
30,6,3,12,0.69,136,보통,0,1,0,5,2,3,3,1,3,3,0
18,3,1,17,2.06,37,보통,0,0,0,1,4,4,1,3,4,1,0
37,6,3,1,1.13,71,혼잡,0,0,0,3,4,4,4,2,3,1,0
43,6,3,20,0.59,48,여유,0,0,0,3,3,2,2,2,1,4,1
47,12,2,5,2.09,41,여유,0,0,0,1,3,2,1,4,3,1,0
22,12,2,3,0.98,100,여유,1,0,0,2,2,3,3,3,3,2,0
56,6,4,17,0.83,112,혼잡,1,1,0,4,4,3,5,4,4,3,0
34,12,2,10,0.84,29,매우혼잡,0,1,0,5,4,4,4,5,4,3,0
31,12,2,19,0.66,77,혼잡,0,0,0,4,2,4,4,4,3,2,1
47,6,2,1,1.05,122,혼잡,0,0,0,2,3,5,2,3,3,3,0
63,12,4,11,0.22,117,혼잡,1,1,0,3,3,4,1,3,2,3,0
23,6,3,9,0.72,81,혼잡,0,0,0,3,5,3,3,4,4,3,0
31,3,3,2,0.68,54,여유,0,0,0,5,4,2,4,4,4,4,0
19,6,5,7,0.17,85,여유,0,1,0,2,3,2,2,5,4,2,0
46,6,0,19,1.41,52,보통,0,0,0,4,2,3,3,5,3,2,0
58,6,1,5,5.67,69,혼잡,0,0,0,5,3,5,4,5,5,3,1
46,3,2,2,0.88,37,보통,0,1,0,2,2,5,5,5,4,2,0
24,3,3,36,0.96,74,여유,0,0,0,2,3,3,3,3,4,3,1
27,3,3,30,0.64,69,혼잡,0,1,0,4,5,5,4,5,4,4,0
52,12,4,6,0.4,82,보통,0,1,0,4,5,2,2,4,4,3,0
39,3,1,28,0.99,77,여유,0,0,0,3,3,2,2,4,5,3,1
48,1,4,7,0.14,75,보통,1,0,0,4,4,3,3,4,4,1,0
46,3,1,5,1.42,118,보통,0,0,0,2,5,3,3,4,4,4,0
23,3,2,6,1.1,103,여유,1,0,0,4,2,1,1,2,2,2,0
48,1,2,2,0.9,57,매우혼잡,0,0,0,5,4,3,4,4,3,1,0
56,6,0,2,1.45,56,여유,0,0,0,3,3,2,4,4,4,2,0
30,6,3,4,0.43,78,여유,0,1,0,1,3,1,3,4,3,2,0
26,12,7,1,0.1,133,보통,1,0,0,2,4,4,4,3,4,3,0
25,6,1,3,1.14,79,여유,0,0,0,3,4,2,2,2,2,3,0
17,12,1,2,1.36,56,보통,0,0,0,3,4,3,4,4,4,3,1
28,6,2,12,0.78,94,매우혼잡,0,1,0,4,4,5,5,4,4,3,0
29,6,4,23,0.28,43,혼잡,0,0,1,3,5,4,3,4,3,3,0
24,6,2,8,1.17,30,여유,0,0,0,2,4,3,3,3,3,3,0
60,3,2,4,1.48,68,여유,1,0,0,3,4,2,1,4,2,2,0
26,1,0,4,1.13,34,혼잡,0,0,0,2,2,4,3,2,2,3,0
48,6,3,28,0.7,34,보통,0,1,0,3,4,4,4,5,5,3,0
41,3,3,2,1.94,111,혼잡,1,0,0,4,4,4,5,4,4,3,0
23,3,4,7,0.5,108,여유,1,0,0,3,1,1,1,4,5,1,0
24,12,0,6,1.09,42,여유,0,0,1,4,5,3,5,5,4,4,0
45,6,4,11,0.72,67,보통,0,1,0,1,3,3,4,3,4,4,0
33,1,3,5,0.21,47,여유,0,1,0,2,3,1,2,4,5,4,0
44,1,2,7,1.25,61,보통,0,0,0,3,5,3,2,5,4,3,1
34,12,3,9,0.85,34,여유,0,0,0,4,2,1,3,1,3,3,1
39,3,1,14,1.08,90,여유,0,0,0,4,1,1,2,1,4,4,0
46,3,3,30,0.4,58,보통,0,0,0,4,4,2,3,4,2,3,0
36,6,1,4,1.91,84,혼잡,1,1,0,3,4,3,4,1,1,1,0
33,12,0,6,2.41,35,보통,0,0,1,3,4,3,1,4,4,3,1
67,6,4,8,0.71,105,보통,0,0,0,4,4,4,5,5,5,4,1
22,6,2,5,0.8,49,여유,0,1,1,3,3,2,4,5,4,4,1
40,12,1,6,4.86,80,보통,0,0,0,3,2,1,1,2,4,3,1
40,3,0,8,0.97,67,혼잡,0,0,0,4,4,3,3,2,1,2,0
18,6,3,8,1.04,100,혼잡,1,0,0,3,3,3,5,3,4,1,0
39,3,2,3,0.75,78,보통,0,1,0,4,4,4,2,4,3,5,0
40,6,3,6,0.47,111,보통,1,0,0,4,4,4,3,3,4,1,0
25,6,2,3,1.03,64,여유,0,1,0,3,3,2,2,1,1,2,0
47,12,1,17,1.05,60,보통,0,1,0,5,3,3,3,5,4,4,0
17,6,3,5,0.51,52,보통,0,0,0,4,3,2,3,4,4,3,0
60,6,2,9,1.36,46,보통,0,1,1,3,4,4,4,5,4,4,0
